Model,SoldPrice,Kilometers,Year,Owner,ConditionScore,Brand,Age,OwnerRank,FuelType_Diesel,FuelType_Petrol,Transmission_AUTOMATIC,Transmission_MANUAL,FeaturesVector
alto k10 vxi,3573.59,29156,2015,Second Owner,8.8,maruti,11,2,0,1,1,0,"[0.35714285714285715, 0.03303398489768038, 0.7000000000000002, 0.5, 1, 0, 0, 1]"
brio1.2 smti,3439.19,18255,2012,Second Owner,9.2,honda,14,2,0,1,0,1,"[0.5714285714285714, 0.020283800095442166, 0.7999999999999998, 0.5, 1, 0, 1, 0]"
baleno delta1.2,7570.79,10055,2018,First Owner,9.6,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.010692797859101159, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
alto k10,4127.99,11976,2017,First Owner,9.8,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.0129396655781269, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
vitara brezza zdi+,10777.19,16194,2018,First Owner,9.8,maruti,8,1,1,0,1,0,"[0.14285714285714285, 0.01787318355774719, 0.9500000000000002, 0.0, 0, 1, 0, 1]"
polo highline1.2 l,3489.59,120996,2013,First Owner,9.4,volkswagen,13,1,1,0,0,1,"[0.49999999999999994, 0.14045320994469968, 0.8500000000000001, 0.0, 0, 1, 1, 0]"
eeco5 strwithac,4967.99,21932,2017,First Owner,8.8,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.024584545854347762, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
alto800,4142.39,8526,2016,First Owner,9.4,maruti,10,1,0,1,0,1,"[0.28571428571428564, 0.008904426832349282, 0.8500000000000001, 0.0, 1, 0, 1, 0]"
amaze1.5 emti,4562.88,55490,2014,First Owner,8.2,honda,12,1,1,0,0,1,"[0.42857142857142855, 0.06383513768936382, 0.5499999999999998, 0.0, 0, 1, 1, 0]"
dzire vxi,6731.99,42167,2017,First Owner,9.6,maruti,9,1,0,1,1,0,"[0.21428571428571425, 0.0482520983241478, 0.8999999999999999, 0.0, 1, 0, 0, 1]"
alto800,2930.16,66047,2013,Second Owner,8.2,maruti,13,2,0,1,0,1,"[0.49999999999999994, 0.07618296825144333, 0.5499999999999998, 0.5, 1, 0, 1, 0]"
grandi10 sports1.2,4493.22,56923,2016,Second Owner,8.6,hyundai,10,2,0,1,0,1,"[0.28571428571428564, 0.06551122381188536, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
duster rxzamt110,8421.59,130303,2016,First Owner,8.4,renault,10,1,1,0,1,0,"[0.28571428571428564, 0.1513389974829467, 0.6000000000000001, 0.0, 0, 1, 0, 1]"
magnao1.4,4153.19,75654,2013,First Owner,8.4,hyundaii20,13,1,1,0,0,1,"[0.49999999999999994, 0.08741964611541017, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
grandi10 sportz1.2 kappa,3872.39,66962,2014,Second Owner,8.4,hyundai,12,2,0,1,0,1,"[0.42857142857142855, 0.0772531837448887, 0.6000000000000001, 0.5, 1, 0, 1, 0]"
kwid,4250.75,9895,2018,First Owner,9.8,renault,8,1,0,1,0,1,"[0.14285714285714285, 0.010505656352050603, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
new figo1.5 titaniumat,6592.79,11328,2018,First Owner,10.0,ford,8,1,0,1,1,0,"[0.14285714285714285, 0.012181742474572148, 1.0, 0.0, 1, 0, 0, 1]"
superb elegancetdi2.0,5929.38,119652,2012,Second Owner,7.8,skoda,14,2,1,0,1,0,"[0.5714285714285714, 0.138881221285475, 0.44999999999999996, 0.5, 0, 1, 0, 1]"
city v,5023.19,50304,2012,First Owner,8.2,honda,14,1,0,1,1,0,"[0.5714285714285714, 0.057769413592087655, 0.5499999999999998, 0.0, 1, 0, 0, 1]"
sportz1.2,4101.59,38013,2012,First Owner,7.6,hyundaii20,14,1,0,1,0,1,"[0.5714285714285714, 0.043393436947347735, 0.3999999999999999, 0.0, 1, 0, 1, 0]"
xuv500,11348.39,72363,2015,First Owner,9.2,mahindra,11,1,1,0,0,1,"[0.35714285714285715, 0.08357037924226404, 0.7999999999999998, 0.0, 0, 1, 1, 0]"
xcent s,5299.19,40878,2015,Second Owner,8.6,hyundai,11,2,0,1,0,1,"[0.35714285714285715, 0.04674443955797176, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
tiago xz1.2,4537.19,69312,2016,First Owner,9.0,tata,10,1,0,1,0,1,"[0.28571428571428564, 0.08000182462969374, 0.75, 0.0, 1, 0, 1, 0]"
celerio vxi(o),5631.59,23482,2016,First Owner,9.4,maruti,10,1,0,1,1,0,"[0.28571428571428564, 0.026397479203900027, 0.8500000000000001, 0.0, 1, 0, 0, 1]"
elitei20 asta1.4,5936.39,137913,2015,First Owner,8.0,hyundai,11,1,1,0,0,1,"[0.35714285714285715, 0.1602399154120388, 0.5, 0.0, 0, 1, 1, 0]"
swift zxi,7595.99,37208,2018,First Owner,9.2,maruti,8,1,0,1,1,0,"[0.14285714285714285, 0.04245188123999962, 0.7999999999999998, 0.0, 1, 0, 0, 1]"
swift dzire zxi1.2 bs,7144.79,58291,2015,First Owner,8.6,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.06711128369716761, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
swift dzire vxi1.2 bs,3558.0,40302,2012,Second Owner,8.6,maruti,14,2,0,1,0,1,"[0.5714285714285714, 0.046070730132589756, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
elitei20 asta1.2,7023.59,18711,2017,Second Owner,9.0,hyundai,9,2,0,1,0,1,"[0.21428571428571425, 0.02081715339053625, 0.75, 0.5, 1, 0, 1, 0]"
baleno delta1.2,6040.79,42568,2016,First Owner,9.0,maruti,10,1,0,1,0,1,"[0.28571428571428564, 0.04872112172619326, 0.75, 0.0, 1, 0, 1, 0]"
wagon r1.0,2003.99,48954,2010,First Owner,7.0,maruti,16,1,0,1,0,1,"[0.7142857142857142, 0.05619040712634858, 0.25, 0.0, 1, 0, 1, 0]"
wagon rvxibs,1531.19,65402,2007,Second Owner,7.6,maruti,19,2,0,1,0,1,"[0.9285714285714284, 0.07542855405114578, 0.3999999999999999, 0.5, 1, 0, 1, 0]"
wagon r,3398.39,76036,2010,Second Owner,8.8,maruti,16,2,0,1,0,1,"[0.7142857142857142, 0.08786644646349337, 0.7000000000000002, 0.5, 1, 0, 1, 0]"
alto k10,3130.79,24013,2016,First Owner,9.2,maruti,10,1,0,1,0,1,"[0.28571428571428564, 0.02701855508042406, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
series,6412.79,63649,2011,Second Owner,8.6,bmw3,15,2,1,0,1,0,"[0.6428571428571428, 0.07337818491452312, 0.6499999999999999, 0.5, 0, 1, 0, 1]"
etios liva,3916.27,133608,2012,First Owner,8.6,toyota,14,1,1,0,0,1,"[0.5714285714285714, 0.15520463923795977, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
city vmt,3149.99,80190,2009,First Owner,8.2,honda,17,1,0,1,0,1,"[0.7857142857142856, 0.09272510784029343, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
tuv300,6159.59,90651,2017,First Owner,8.0,mahindra,9,1,1,0,0,1,"[0.21428571428571425, 0.10496065349814263, 0.5, 0.0, 0, 1, 1, 0]"
swift dzire vxi1.2 bs,4293.59,53264,2012,First Owner,8.0,maruti,14,1,0,1,0,1,"[0.5714285714285714, 0.06123153147252294, 0.5, 0.0, 1, 0, 1, 0]"
zen estilo,2071.19,47307,2010,First Owner,7.6,maruti,16,1,0,1,0,1,"[0.7142857142857142, 0.05426401923814692, 0.3999999999999999, 0.0, 1, 0, 1, 0]"
swift dzire vdibs,4293.59,121017,2011,First Owner,8.6,maruti,15,1,1,0,0,1,"[0.6428571428571428, 0.14047777226750005, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
swift,4693.19,164757,2012,First Owner,8.0,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.19163758175744589, 0.5, 0.0, 0, 1, 1, 0]"
accord2.4 ati,3683.99,59142,2008,First Owner,8.6,honda,18,1,0,1,1,0,"[0.857142857142857, 0.06810664258779277, 0.6499999999999999, 0.0, 1, 0, 0, 1]"
swift dzire,4901.99,75468,2013,First Owner,9.0,maruti,13,1,1,0,0,1,"[0.49999999999999994, 0.0872020941134639, 0.75, 0.0, 0, 1, 1, 0]"
swift dzire vdibs,7251.59,59826,2015,First Owner,9.0,maruti,11,1,1,0,0,1,"[0.35714285714285715, 0.0689066725304339, 0.75, 0.0, 0, 1, 1, 0]"
alto k10,3889.19,17712,2018,Second Owner,9.4,maruti,8,2,0,1,0,1,"[0.14285714285714285, 0.01964868860588934, 0.8500000000000001, 0.5, 1, 0, 1, 0]"
alto,2257.76,44132,2008,First Owner,7.8,maruti,18,1,0,1,0,1,"[0.857142857142857, 0.05055042995761244, 0.44999999999999996, 0.0, 1, 0, 1, 0]"
celerio vxi,4685.99,60850,2016,First Owner,9.0,maruti,10,1,0,1,0,1,"[0.28571428571428564, 0.07010437817555745, 0.75, 0.0, 1, 0, 1, 0]"
city smt,3565.19,114682,2009,First Owner,8.6,honda,17,1,0,1,0,1,"[0.7857142857142856, 0.1330681382227171, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
wagon r1.0 vxi,4598.39,38639,2017,First Owner,9.6,maruti,9,1,0,1,1,0,"[0.21428571428571425, 0.044125628093683034, 0.8999999999999999, 0.0, 1, 0, 0, 1]"
magna1.2,3445.98,84373,2009,First Owner,7.4,hyundaii20,17,1,0,1,0,1,"[0.7857142857142856, 0.09761768861524642, 0.3500000000000001, 0.0, 1, 0, 1, 0]"
etios,3705.59,43802,2012,First Owner,8.4,toyota,14,1,1,0,0,1,"[0.5714285714285714, 0.050164450599320676, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
nano twist,2482.79,14401,2015,Third Owner,9.4,tata,11,3,0,1,1,0,"[0.35714285714285715, 0.015776029044361893, 0.8500000000000001, 1.0, 1, 0, 0, 1]"
grandi10 sportz1.1,3784.37,128627,2013,First Owner,8.6,hyundai,13,1,1,0,0,1,"[0.49999999999999994, 0.14937869019659214, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
city smt,4247.99,83929,2012,First Owner,8.0,honda,14,1,0,1,0,1,"[0.5714285714285714, 0.09709837093318112, 0.5, 0.0, 1, 0, 1, 0]"
dzire,8751.59,21642,2019,First Owner,9.6,maruti,7,1,1,0,0,1,"[0.07142857142857145, 0.024245351872818628, 0.8999999999999999, 0.0, 0, 1, 1, 0]"
alto800 lxi,2827.19,66248,2014,First Owner,8.6,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.0764180647696756, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
figo1.2 zxi,2334.48,124564,2011,First Owner,8.4,ford,15,1,0,1,0,1,"[0.6428571428571428, 0.14462646555192707, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
wagon r1.0,4273.19,18584,2013,First Owner,8.6,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.020668609819314874, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
grandi10 magna1.2 kappa,4135.39,16316,2014,First Owner,9.2,hyundai,12,1,0,1,0,1,"[0.42857142857142855, 0.018015878956873236, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
alto k10,2408.39,33423,2012,First Owner,8.2,maruti,14,1,0,1,0,1,"[0.5714285714285714, 0.0380248149638349, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
benz glaclass200 cdi,19859.99,79207,2016,First Owner,9.2,mercedes,10,1,1,0,0,1,"[0.28571428571428564, 0.09157535720635158, 0.7999999999999998, 0.0, 0, 1, 1, 0]"
swift,3736.79,34524,2011,First Owner,8.8,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.039312582459226544, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
swift dzire vxi1.2 bs,4993.19,83575,2014,First Owner,8.6,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.09668432034883177, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
baleno delta1.2,7253.99,9862,2019,First Owner,9.8,maruti,7,1,0,1,0,1,"[0.07142857142857145, 0.010467058416221427, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
eeco5 strwithac,5504.39,27277,2019,First Owner,9.4,maruti,7,1,0,1,0,1,"[0.07142857142857145, 0.030836241824255407, 0.8500000000000001, 0.0, 1, 0, 1, 0]"
brio1.2 smti,3275.99,87755,2012,First Owner,8.0,honda,14,1,0,1,0,1,"[0.5714285714285714, 0.10157339222052755, 0.5, 0.0, 1, 0, 1, 0]"
swift dzire vdibs,5364.86,88835,2014,First Owner,8.6,maruti,12,1,1,0,0,1,"[0.42857142857142855, 0.1028365973931188, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
kwid rxt,4174.79,33732,2016,First Owner,9.2,renault,10,1,0,1,0,1,"[0.28571428571428564, 0.03838623199932629, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
wagon r1.0,4209.59,53279,2015,First Owner,8.4,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.06124907598880893, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
amaze1.5 smti,5235.59,70147,2013,Second Owner,8.2,honda,13,2,1,0,0,1,"[0.49999999999999994, 0.08097846936961384, 0.5499999999999998, 0.5, 0, 1, 1, 0]"
city smt,2894.39,86866,2009,Second Owner,8.0,honda,17,2,0,1,0,1,"[0.7857142857142856, 0.1005335872219779, 0.5, 0.5, 1, 0, 1, 0]"
verna fluidic1.6 sxcrdi,4983.59,129017,2011,First Owner,8.4,hyundai,15,1,1,0,0,1,"[0.6428571428571428, 0.14983484762002786, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
city vmt,3611.99,127472,2010,First Owner,8.6,honda,16,1,0,1,0,1,"[0.7142857142857142, 0.14802776244257093, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
elitei20 sportz(o),7413.59,62516,2014,First Owner,8.4,hyundai,12,1,1,0,0,1,"[0.42857142857142855, 0.07205298911772137, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
swift dzire vxi1.2 bs,4391.99,117248,2014,First Owner,8.4,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.13606942014204038, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
magna1.2,3969.59,26474,2009,First Owner,8.2,hyundaii10,17,1,0,1,1,0,"[0.7857142857142856, 0.02989702538574543, 0.5499999999999998, 0.0, 1, 0, 0, 1]"
alto,1921.19,44374,2010,Third Owner,9.4,maruti,16,3,0,1,0,1,"[0.7142857142857142, 0.05083348148702641, 0.8500000000000001, 1.0, 1, 0, 1, 0]"
creta1.6 crdisxplus,12422.39,58298,2017,Second Owner,9.2,hyundai,9,2,1,0,1,0,"[0.21428571428571425, 0.06711947113810107, 0.7999999999999998, 0.5, 0, 1, 0, 1]"
alto800,3229.19,58283,2018,First Owner,9.2,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.06710192662181509, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
alto,4473.59,13069,2019,First Owner,9.6,maruti,7,1,0,1,0,1,"[0.07142857142857145, 0.014218075998166014, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
wagon r1.0,4007.99,39541,2013,Second Owner,8.4,maruti,13,2,0,1,0,1,"[0.49999999999999994, 0.04518063833968054, 0.6000000000000001, 0.5, 1, 0, 1, 0]"
santro xing gl,3442.79,96552,2014,First Owner,8.4,hyundai,12,1,0,1,0,1,"[0.42857142857142855, 0.11186266620505095, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
city smt,5044.79,46870,2012,Third Owner,8.2,honda,14,3,0,1,0,1,"[0.5714285714285714, 0.05375288899701509, 0.5499999999999998, 1.0, 1, 0, 1, 0]"
celerio,4666.79,42704,2016,First Owner,9.8,maruti,10,1,0,1,0,1,"[0.28571428571428564, 0.048880192007186234, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
active1.2,6715.1,53425,2015,First Owner,9.0,hyundaii20,11,1,0,1,0,1,"[0.35714285714285715, 0.06141984261399257, 0.75, 0.0, 1, 0, 1, 0]"
polo comfortline1.2 l,7249.27,27276,2017,First Owner,9.2,volkswagen,9,1,0,1,0,1,"[0.21428571428571425, 0.03083507218983634, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
zen estilo,1822.79,45920,2007,First Owner,8.0,maruti,19,1,0,1,0,1,"[0.9285714285714284, 0.05264173629890241, 0.5, 0.0, 1, 0, 1, 0]"
indica vista aura1.3,2343.59,150758,2009,First Owner,8.8,tata,17,1,1,0,0,1,"[0.7857142857142856, 0.17526386952494127, 0.7000000000000002, 0.0, 0, 1, 1, 0]"
kwid,3235.67,36873,2016,First Owner,9.2,renault,10,1,0,1,0,1,"[0.28571428571428564, 0.04206005370961252, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
alto,1340.39,91528,2009,First Owner,7.6,maruti,17,1,0,1,0,1,"[0.7857142857142856, 0.10598642288366349, 0.3999999999999999, 0.0, 1, 0, 1, 0]"
swift lxi,4213.19,36610,2015,First Owner,9.0,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.04175243985739817, 0.75, 0.0, 1, 0, 1, 0]"
swift,3383.99,133175,2011,First Owner,8.4,maruti,15,1,1,0,0,1,"[0.6428571428571428, 0.1546981875345042, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
polo comfortline1.2 l,3815.99,69745,2013,First Owner,8.8,volkswagen,13,1,0,1,0,1,"[0.49999999999999994, 0.08050827633314932, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
alto,1875.9,58267,2008,First Owner,8.6,maruti,18,1,0,1,0,1,"[0.857142857142857, 0.06708321247111003, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
figo1.2 zxi,2407.54,35658,2014,Third Owner,8.6,ford,12,3,0,1,0,1,"[0.42857142857142855, 0.040638947890447356, 0.6499999999999999, 1.0, 1, 0, 1, 0]"
kwid climber1.0,4975.19,8969,2018,First Owner,9.6,renault,8,1,0,1,1,0,"[0.14285714285714285, 0.009422574879995508, 0.8999999999999999, 0.0, 1, 0, 0, 1]"
eeco5 strcngwith,3813.59,46837,2018,First Owner,9.8,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.053714291061185915, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
wagon rstingray,4337.99,9296,2014,First Owner,9.0,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.009805045335030084, 0.75, 0.0, 1, 0, 1, 0]"
wagon r1.0,2801.99,117905,2011,First Owner,8.2,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.13683786995536673, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
swift,2743.19,190778,2009,Second Owner,7.8,maruti,17,2,1,0,0,1,"[0.7857142857142856, 0.22207263897596166, 0.44999999999999996, 0.5, 0, 1, 1, 0]"
sportz1.1,3896.39,30532,2015,First Owner,8.8,hyundaii10,11,1,0,1,0,1,"[0.35714285714285715, 0.03464340185831516, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
ecosport1.5 trend,4658.16,62253,2013,First Owner,8.4,ford,13,1,1,0,0,1,"[0.49999999999999994, 0.07174537526550702, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
swift dzire vxi1.2 bs,3753.59,40055,2012,First Owner,8.6,maruti,14,1,0,1,0,1,"[0.5714285714285714, 0.04578183043108046, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
swift dzire,3961.19,90474,2013,First Owner,8.2,maruti,13,1,1,0,0,1,"[0.49999999999999994, 0.10475362820596794, 0.5499999999999998, 0.0, 0, 1, 1, 0]"
alto,1491.59,39460,2010,First Owner,8.0,maruti,16,1,0,1,0,1,"[0.7142857142857142, 0.045085897951736204, 0.5, 0.0, 1, 0, 1, 0]"
alto k10,2753.99,25563,2013,First Owner,9.0,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.028831488429976324, 0.75, 0.0, 1, 0, 1, 0]"
elitei20 sportz,6658.79,68730,2017,Second Owner,8.8,hyundai,9,2,1,0,0,1,"[0.21428571428571425, 0.07932109739779734, 0.7000000000000002, 0.5, 0, 1, 1, 0]"
jazz1.2 sv,5787.59,22898,2015,First Owner,9.0,honda,11,1,0,1,0,1,"[0.35714285714285715, 0.025714412703165497, 0.75, 0.0, 1, 0, 1, 0]"
baleno deltaddis,6296.39,43702,2016,First Owner,9.4,maruti,10,1,1,0,0,1,"[0.28571428571428564, 0.050047487157414076, 0.8500000000000001, 0.0, 0, 1, 1, 0]"
rapid elegance1.6 mpfi,5801.99,65919,2014,Third Owner,8.2,skoda,12,3,0,1,1,0,"[0.42857142857142855, 0.07603325504580288, 0.5499999999999998, 1.0, 1, 0, 0, 1]"
ertiga vdi,4957.19,91724,2012,Second Owner,8.8,maruti,14,2,1,0,0,1,"[0.5714285714285714, 0.10621567122980041, 0.7000000000000002, 0.5, 0, 1, 1, 0]"
ritz,3935.99,54431,2009,First Owner,9.0,maruti,17,1,0,1,0,1,"[0.7857142857142856, 0.06259649483957294, 0.75, 0.0, 1, 0, 1, 0]"
eon magna,2339.99,110501,2013,First Owner,8.4,hyundai,13,1,0,1,0,1,"[0.49999999999999994, 0.12817789671660224, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
sportz1.2,4001.99,44142,2011,Third Owner,8.4,hyundaii20,15,3,0,1,0,1,"[0.6428571428571428, 0.0505621263018031, 0.6000000000000001, 1.0, 1, 0, 1, 0]"
swift,6561.59,24093,2014,First Owner,9.0,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.027112125833949337, 0.75, 0.0, 1, 0, 1, 0]"
grandi10 astaat1.2 kappa,5421.59,30537,2015,Second Owner,9.0,hyundai,11,2,0,1,0,1,"[0.35714285714285715, 0.03464925003041049, 0.75, 0.5, 1, 0, 1, 0]"
verna1.6 sxvtvtat,14696.39,1827,2018,First Owner,9.8,hyundai,8,1,0,1,1,0,"[0.14285714285714285, 0.0010690458590263026, 0.9500000000000002, 0.0, 1, 0, 0, 1]"
swift,3764.39,102024,2012,First Owner,8.6,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.11826290574617998, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
city smt,3574.4,39947,2010,First Owner,9.0,honda,16,1,0,1,0,1,"[0.7142857142857142, 0.045655509913821335, 0.75, 0.0, 1, 0, 1, 0]"
duster85 ps,6622.79,59607,2015,First Owner,8.6,renault,11,1,1,0,0,1,"[0.35714285714285715, 0.06865052259265844, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
alto,1803.59,57358,2009,First Owner,9.0,maruti,17,1,0,1,0,1,"[0.7857142857142856, 0.06602001478417906, 0.75, 0.0, 1, 0, 1, 0]"
civic1.8 v,2414.5,61886,2007,Second Owner,8.6,honda,19,2,0,1,0,1,"[0.9285714285714284, 0.0713161194337098, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
sportz1.2,3358.79,107384,2012,First Owner,8.0,hyundaii20,14,1,0,1,0,1,"[0.5714285714285714, 0.12453214623237362, 0.5, 0.0, 1, 0, 1, 0]"
ritz,1717.19,86813,2009,Third Owner,8.0,maruti,17,3,0,1,0,1,"[0.7857142857142856, 0.1004715965977674, 0.5, 1.0, 1, 0, 1, 0]"
swift,5404.3,29624,2012,First Owner,8.6,maruti,14,1,0,1,0,1,"[0.5714285714285714, 0.033581373805803255, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
swift,3818.39,80935,2012,First Owner,8.6,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.09359648548249759, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
polo comfortline1.2 l,5324.39,60295,2016,Second Owner,8.6,volkswagen,10,2,0,1,0,1,"[0.28571428571428564, 0.06945523107297584, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
grandi10 sportz1.2 kappa,5060.39,77031,2016,First Owner,8.8,hyundai,10,1,0,1,0,1,"[0.28571428571428564, 0.08903023271046402, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
ciaz vdi,5647.19,78595,2015,First Owner,9.0,maruti,11,1,1,0,0,1,"[0.35714285714285715, 0.09085954094188321, 0.75, 0.0, 0, 1, 1, 0]"
eon,3263.99,65435,2012,First Owner,8.6,hyundai,14,1,0,1,0,1,"[0.5714285714285714, 0.07546715198697496, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
ertiga vxismart,10495.19,8816,2019,First Owner,9.6,maruti,7,1,0,1,1,0,"[0.07142857142857145, 0.009243620813878414, 0.8999999999999999, 0.0, 1, 0, 0, 1]"
sportz1.2,3873.59,56736,2012,First Owner,8.6,hyundaii20,14,1,0,1,0,1,"[0.5714285714285714, 0.06529250217552002, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
eeco5 strcngwithac,3520.79,44254,2017,First Owner,9.0,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.05069312535673849, 0.75, 0.0, 1, 0, 1, 0]"
creta1.4 eplus,12840.48,48507,2019,First Owner,9.4,hyundai,7,1,1,0,1,0,"[0.07142857142857145, 0.05566758054102609, 0.8500000000000001, 0.0, 0, 1, 0, 1]"
alto,2279.99,55899,2007,Third Owner,7.8,maruti,19,3,0,1,0,1,"[0.9285714285714284, 0.0643135181667618, 0.44999999999999996, 1.0, 1, 0, 1, 0]"
sportzo1.4,3616.79,87995,2012,Third Owner,8.8,hyundaii20,14,3,1,0,0,1,"[0.5714285714285714, 0.10185410448110338, 0.7000000000000002, 1.0, 0, 1, 1, 0]"
magna1.2,2719.19,48246,2011,First Owner,8.4,hyundaii10,15,1,0,1,0,1,"[0.6428571428571428, 0.05536230595764987, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
ertiga vdi,5912.69,51981,2013,First Owner,8.6,maruti,13,1,1,0,0,1,"[0.49999999999999994, 0.0597308905128613, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
ciaz zeta1.4,7889.99,47051,2018,First Owner,9.0,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.05396459282686603, 0.75, 0.0, 1, 0, 1, 0]"
brio1.2 smti,3179.99,108048,2012,First Owner,8.8,honda,14,1,0,1,0,1,"[0.5714285714285714, 0.1253087834866334, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
santro xing,3586.79,33828,2013,Second Owner,8.4,hyundai,13,2,0,1,0,1,"[0.49999999999999994, 0.03849851690355662, 0.6000000000000001, 0.5, 1, 0, 1, 0]"
swift dzire vxi1.2 bs,3752.39,148847,2013,First Owner,8.6,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.17302869815010619, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
asta1.4,4533.59,69521,2013,First Owner,9.0,hyundaii20,13,1,1,0,0,1,"[0.49999999999999994, 0.08024627822327854, 0.75, 0.0, 0, 1, 1, 0]"
celerio,5417.99,4370,2019,First Owner,9.8,maruti,7,1,0,1,0,1,"[0.07142857142857145, 0.004043426186711082, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
swift vxi,8983.02,10138,2019,First Owner,9.8,maruti,7,1,0,1,1,0,"[0.07142857142857145, 0.010789877515883636, 0.9500000000000002, 0.0, 1, 0, 0, 1]"
xuv500 w8,8495.99,84226,2014,First Owner,8.6,mahindra,12,1,1,0,0,1,"[0.42857142857142855, 0.09744575235564372, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
amaze1.5 smti,4494.0,89309,2014,First Owner,8.0,honda,12,1,1,0,0,1,"[0.42857142857142855, 0.10339100410775608, 0.5, 0.0, 0, 1, 1, 0]"
wagon r1.0,3473.99,68719,2013,First Owner,8.6,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.07930823141918762, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
